practice_id,accepting_adults,accepting_children,last_reported
V000766,yes,yes,2026-02-11
V001105,no,no,2026-02-11
V001821,yes,yes,2026-02-11
V005600,unknown,unknown,2026-02-11
V002437,yes,yes,2026-02-11
V005930,no,no,2026-02-11
V004476,yes,yes,2026-02-11
V005935,yes,yes,2026-02-11
V000174,no,no,2026-02-11
V009418,no,no,2026-02-11
V001959,no,no,2026-02-11
V007435,no,no,2026-02-11
V004548,yes,yes,2026-02-11
V002449,no,yes,2026-02-11
V005460,yes,yes,2026-02-11
V003544,yes,yes,2026-02-11
V003159,yes,yes,2026-02-11
V002667,no,yes,2026-02-11
V002683,no,yes,2026-02-11
V003106,no,no,2026-02-11
V002182,yes,yes,2026-02-11
V006328,yes,yes,2026-02-11
V007652,no,no,2026-02-11
V007835,no,no,2026-02-11
V000825,no,no,2026-02-11
V000890,no,no,2026-02-11
V000813,no,no,2026-02-11
V000696,no,no,2026-02-11
V000404,no,no,2026-02-11
V004588,no,no,2026-02-11
V005819,yes,yes,2026-02-11
V004689,no,no,2026-02-11
V001942,no,no,2026-02-11
V032555,yes,yes,2026-02-11
V379468,unknown,unknown,2026-02-11
V003283,no,yes,2026-02-11
V007759,no,yes,2026-02-11
V003510,no,yes,2026-02-11
V003460,yes,yes,2026-02-11
V002816,yes,yes,2026-02-11
V013288,yes,yes,2026-02-11
V003027,no,no,2026-02-11
V006489,no,yes,2026-02-11
V002787,no,yes,2026-02-11
V018126,no,yes,2026-02-11
V005811,yes,yes,2026-02-11
V001716,yes,yes,2026-02-11
V006153,yes,yes,2026-02-11
V002965,no,yes,2026-02-11
V008619,no,no,2026-02-11
V006436,no,no,2026-02-11
V002797,yes,yes,2026-02-11
V008644,yes,yes,2026-02-11
V004004,yes,yes,2026-02-11
V007627,no,no,2026-02-11
V008413,yes,yes,2026-02-11
V006671,yes,yes,2026-02-11
V003484,no,no,2026-02-11
V008593,no,no,2026-02-11
V008556,no,no,2026-02-11
V003071,no,no,2026-02-11
V003845,yes,yes,2026-02-11
V003831,yes,yes,2026-02-11
V003362,no,no,2026-02-11
V002196,no,no,2026-02-11
V029023,no,yes,2026-02-11
V001324,no,no,2026-02-11
V003068,yes,yes,2026-02-11
V002128,no,no,2026-02-11
V011736,yes,yes,2026-02-11
V003684,no,no,2026-02-11
V001693,no,no,2026-02-11
V001702,no,yes,2026-02-11
V016991,yes,yes,2026-02-11
V005491,yes,yes,2026-02-11
V006704,no,no,2026-02-11
V009179,no,no,2026-02-11
V000858,yes,yes,2026-02-11
V009206,no,no,2026-02-11
V006775,yes,yes,2026-02-11
V006802,no,yes,2026-02-11
V005875,no,yes,2026-02-11
V006544,no,yes,2026-02-11
V006583,no,yes,2026-02-11
V006589,yes,yes,2026-02-11
V006587,no,yes,2026-02-11
V006261,no,no,2026-02-11
V006931,yes,yes,2026-02-11
V006979,no,no,2026-02-11
V006990,yes,yes,2026-02-11
V006956,no,no,2026-02-11
V002634,yes,yes,2026-02-11
V003010,no,no,2026-02-11
V006059,no,yes,2026-02-11
V006144,no,no,2026-02-11
V005902,no,no,2026-02-11
V003165,yes,yes,2026-02-11
V003410,no,no,2026-02-11
V008049,no,yes,2026-02-11
V003558,no,no,2026-02-11
V006347,no,no,2026-02-11
V003441,no,no,2026-02-11
V007000,no,no,2026-02-11
V007362,no,no,2026-02-11
V008676,no,no,2026-02-11
V006241,yes,yes,2026-02-11
V008770,unknown,unknown,2026-02-11
V010784,no,yes,2026-02-11
V006676,no,yes,2026-02-11
V007738,no,no,2026-02-11
V011619,no,yes,2026-02-11
V012415,no,no,2026-02-11
V006744,no,no,2026-02-11
V104943,unknown,unknown,2026-02-11
V002435,no,no,2026-02-11
V002400,no,no,2026-02-11
V008720,no,no,2026-02-11
V007543,yes,yes,2026-02-11
V005452,no,no,2026-02-11
V003043,no,no,2026-02-11
V004679,no,no,2026-02-11
V003253,no,yes,2026-02-11
V042275,no,no,2026-02-11
V002964,yes,yes,2026-02-11
V005305,no,no,2026-02-11
V011972,unknown,unknown,2026-02-11
V004511,no,no,2026-02-11
V005378,no,no,2026-02-11
V003277,no,no,2026-02-11
V005873,yes,yes,2026-02-11
V003725,yes,yes,2026-02-11
V004840,yes,yes,2026-02-11
V001222,yes,yes,2026-02-11
V003781,no,no,2026-02-11
V002366,yes,yes,2026-02-11
V002334,no,yes,2026-02-11
V002382,yes,yes,2026-02-11
V002304,no,no,2026-02-11
V003915,no,no,2026-02-11
V376341,yes,yes,2026-02-11
V005160,no,no,2026-02-11
V001767,no,no,2026-02-11
V001186,yes,yes,2026-02-11
V010462,no,yes,2026-02-11
V005806,yes,yes,2026-02-11
V013335,no,no,2026-02-11
V008422,no,no,2026-02-11
V005820,yes,yes,2026-02-11
V007521,no,no,2026-02-11
V012196,no,no,2026-02-11
V008581,no,no,2026-02-11
V001279,no,yes,2026-02-11
V004793,no,no,2026-02-11
V007288,yes,yes,2026-02-11
V006002,no,no,2026-02-11
V007108,yes,yes,2026-02-11
V000389,no,no,2026-02-11
V004958,no,no,2026-02-11
V012320,no,no,2026-02-11
V008554,no,yes,2026-02-11
V001851,no,no,2026-02-11
V009942,no,no,2026-02-11
V388945,unknown,unknown,2026-02-11
V402409,unknown,unknown,2026-02-11
V007093,yes,yes,2026-02-11
V007955,unknown,unknown,2026-02-11
V007969,no,yes,2026-02-11
V001999,no,no,2026-02-11
V002563,no,no,2026-02-11
V002710,yes,yes,2026-02-11
V002248,no,yes,2026-02-11
V004095,yes,yes,2026-02-11
V002703,yes,yes,2026-02-11
V009913,no,no,2026-02-11
V007409,yes,yes,2026-02-11
V004680,no,no,2026-02-11
V008553,yes,yes,2026-02-11
V004916,no,no,2026-02-11
V004864,no,no,2026-02-11
V012195,yes,yes,2026-02-11
V000179,no,yes,2026-02-11
V004863,yes,yes,2026-02-11
V005031,yes,yes,2026-02-11
V003435,yes,yes,2026-02-11
V002503,yes,yes,2026-02-11
V003577,unknown,unknown,2026-02-11
V003719,no,no,2026-02-11
V005134,no,no,2026-02-11
V012441,no,yes,2026-02-11
V004551,yes,yes,2026-02-11
V003525,yes,yes,2026-02-11
V008165,yes,yes,2026-02-11
V000597,yes,yes,2026-02-11
V000560,no,no,2026-02-11
V002912,no,no,2026-02-11
V002920,no,no,2026-02-11
V002922,no,no,2026-02-11
V013036,no,yes,2026-02-11
V000324,no,yes,2026-02-11
V002888,yes,yes,2026-02-11
V004564,no,yes,2026-02-11
V004903,yes,yes,2026-02-11
V005840,yes,yes,2026-02-11
V013339,yes,yes,2026-02-11
V000593,no,no,2026-02-11
V013715,no,no,2026-02-11
V015024,no,no,2026-02-11
V005641,no,no,2026-02-11
V006734,no,no,2026-02-11
V005682,no,no,2026-02-11
V005687,no,yes,2026-02-11
V005685,no,yes,2026-02-11
V005937,no,no,2026-02-11
V009929,no,yes,2026-02-11
V001517,yes,yes,2026-02-11
V007298,yes,yes,2026-02-11
V316189,no,no,2026-02-11
V003761,yes,yes,2026-02-11
V005070,no,yes,2026-02-11
V001925,no,no,2026-02-11
V012117,no,no,2026-02-11
V004998,yes,yes,2026-02-11
V008086,yes,yes,2026-02-11
V006728,no,no,2026-02-11
V001512,yes,yes,2026-02-11
V001795,no,yes,2026-02-11
V000872,no,no,2026-02-11
V001511,yes,yes,2026-02-11
V001483,yes,yes,2026-02-11
V000509,no,no,2026-02-11
V001770,no,no,2026-02-11
V003340,no,no,2026-02-11
V000056,no,yes,2026-02-11
V012790,yes,yes,2026-02-11
V004337,no,yes,2026-02-11
V000695,no,no,2026-02-11
V004091,yes,yes,2026-02-11
V005545,no,no,2026-02-11
V007850,no,no,2026-02-11
V009401,yes,yes,2026-02-11
V006373,no,yes,2026-02-11
V000600,no,no,2026-02-11
V005673,no,no,2026-02-11
V006713,yes,yes,2026-02-11
V005721,no,no,2026-02-11
V006360,no,yes,2026-02-11
V011179,no,no,2026-02-11
V014065,no,yes,2026-02-11
V007318,no,no,2026-02-11
V007332,no,no,2026-02-11
V007326,no,no,2026-02-11
V007871,yes,yes,2026-02-11
V008011,no,no,2026-02-11
V008045,no,no,2026-02-11
V010946,no,no,2026-02-11
V003744,no,no,2026-02-11
V007242,yes,yes,2026-02-11
V003242,no,no,2026-02-11
V007243,yes,yes,2026-02-11
V004821,no,no,2026-02-11
V013410,no,no,2026-02-11
V007937,unknown,unknown,2026-02-11
V004842,no,yes,2026-02-11
V041332,unknown,unknown,2026-02-11
V004910,yes,yes,2026-02-11
V003454,no,no,2026-02-11
V003443,no,no,2026-02-11
V006910,no,yes,2026-02-11
V011872,yes,yes,2026-02-11
V004804,yes,yes,2026-02-11
V002457,no,no,2026-02-11
V012939,yes,yes,2026-02-11
V013418_1,no,no,2026-02-11
V013415,no,no,2026-02-11
V012932,no,no,2026-02-11
V012603,yes,yes,2026-02-11
V012642,no,yes,2026-02-11
V002033,no,no,2026-02-11
V391169,unknown,unknown,2026-02-11
V391718,unknown,unknown,2026-02-11
V002261,yes,yes,2026-02-11
V014975,no,no,2026-02-11
V394077,no,no,2026-02-11
V011562,no,no,2026-02-11
V008264,no,no,2026-02-11
V006461,no,no,2026-02-11
V008077,no,no,2026-02-11
V000739,no,no,2026-02-11
V000749,no,yes,2026-02-11
V003649,yes,yes,2026-02-11
V005252,yes,yes,2026-02-11
V064906,no,no,2026-02-11
V000450,yes,yes,2026-02-11
V000492,no,yes,2026-02-11
V006025,no,yes,2026-02-11
V008496,no,no,2026-02-11
V002466,no,no,2026-02-11
V013252,unknown,unknown,2026-02-11
V002181,yes,yes,2026-02-11
V001662,no,no,2026-02-11
V000082,unknown,unknown,2026-02-11
V002126,yes,yes,2026-02-11
V000519,yes,yes,2026-02-11
V004587,yes,yes,2026-02-11
V013525,yes,yes,2026-02-11
V002791,yes,yes,2026-02-11
V004331,yes,yes,2026-02-11
V007205,yes,yes,2026-02-11
V004527,no,yes,2026-02-11
V008326,yes,yes,2026-02-11
V006183,yes,yes,2026-02-11
V013713,yes,yes,2026-02-11
V007116,no,no,2026-02-11
V012306,no,no,2026-02-11
V002498,no,no,2026-02-11
V007341,no,yes,2026-02-11
V013560,yes,yes,2026-02-11
V008616,no,yes,2026-02-11
V002870,unknown,unknown,2026-02-11
V006188,yes,yes,2026-02-11
V005490,yes,yes,2026-02-11
V006400,no,no,2026-02-11
V005640,yes,yes,2026-02-11
V003342,no,no,2026-02-11
V005996,no,yes,2026-02-11
V002735,no,no,2026-02-11
V013146,no,no,2026-02-11
V009069,no,no,2026-02-11
V000315,no,no,2026-02-11
V008027,no,yes,2026-02-11
V006578,yes,yes,2026-02-11
V005417,no,no,2026-02-11
V000397,no,no,2026-02-11
V000342,no,no,2026-02-11
V000287,no,no,2026-02-11
V000361,no,yes,2026-02-11
V000275,no,yes,2026-02-11
V000414,no,yes,2026-02-11
V004873,yes,yes,2026-02-11
V004974,yes,yes,2026-02-11
V020282,yes,yes,2026-02-11
V005294,no,yes,2026-02-11
V005587,yes,yes,2026-02-11
V008558,no,no,2026-02-11
V008479,no,yes,2026-02-11
V008470,no,no,2026-02-11
V007634_1,yes,yes,2026-02-11
V007503,no,no,2026-02-11
V000152,yes,yes,2026-02-11
V006776,no,yes,2026-02-11
V003380,no,no,2026-02-11
V003223,yes,yes,2026-02-11
V008196,no,no,2026-02-11
V005152,no,no,2026-02-11
V006994,no,no,2026-02-11
V007048,no,no,2026-02-11
V007044,no,no,2026-02-11
V005568,yes,yes,2026-02-11
V004345,no,no,2026-02-11
V001498,unknown,unknown,2026-02-11
V011513,no,no,2026-02-11
V005142,no,no,2026-02-11
V008495,no,no,2026-02-11
V010679,yes,yes,2026-02-11
V021600,no,no,2026-02-11
V006647,no,no,2026-02-11
V004028,yes,yes,2026-02-11
V021227,no,no,2026-02-11
V007804,unknown,unknown,2026-02-11
V405992,unknown,unknown,2026-02-11
V407455,unknown,unknown,2026-02-11
V039462,unknown,unknown,2026-02-11
V010855,no,yes,2026-02-11
V007321,no,no,2026-02-11
V012012,no,yes,2026-02-11
V012631,no,no,2026-02-11
V002655,yes,yes,2026-02-11
V007957,yes,yes,2026-02-11
V004718,no,no,2026-02-11
V002180,no,no,2026-02-11
V002399,no,no,2026-02-11
V003148,no,no,2026-02-11
V005847,no,no,2026-02-11
V006479,no,no,2026-02-11
V008092,yes,yes,2026-02-11
V004698,no,no,2026-02-11
V014389,no,no,2026-02-11
V010011,no,no,2026-02-11
V007023,no,no,2026-02-11
V004817,yes,yes,2026-02-11
V007959,no,yes,2026-02-11
V020132,yes,yes,2026-02-11
V007984,no,no,2026-02-11
V007973,yes,yes,2026-02-11
V008764,no,no,2026-02-11
V006929,no,yes,2026-02-11
V006944,no,no,2026-02-11
V001970,yes,yes,2026-02-11
V008370,yes,yes,2026-02-11
V006131,no,yes,2026-02-11
V000546,no,no,2026-02-11
V000021,no,no,2026-02-11
V000542,no,no,2026-02-11
V001765,unknown,unknown,2026-02-11
V003419,no,no,2026-02-11
V005753,no,yes,2026-02-11
V015004,yes,yes,2026-02-11
V011902,no,no,2026-02-11
V013282,yes,yes,2026-02-11
V008368,no,no,2026-02-11
V008448,unknown,unknown,2026-02-11
V002977,unknown,unknown,2026-02-11
V032196,no,yes,2026-02-11
V031048,yes,yes,2026-02-11
V013866,unknown,unknown,2026-02-11
V016959,no,yes,2026-02-11
V008948,no,no,2026-02-11
V010446,no,no,2026-02-11
V012617,no,no,2026-02-11
V029548,no,no,2026-02-11
V029890,no,yes,2026-02-11
V134978,no,no,2026-02-11
V004242,no,no,2026-02-11
V010207,unknown,unknown,2026-02-11
V014202,unknown,unknown,2026-02-11
V020529,no,no,2026-02-11
V024481,yes,yes,2026-02-11
V025380,no,no,2026-02-11
V027041,no,no,2026-02-11
V016773,no,no,2026-02-11
V042431,no,no,2026-02-11
V042466,no,no,2026-02-11
V017474,no,no,2026-02-11
V007146,no,no,2026-02-11
V002082,yes,yes,2026-02-11
V004319,no,no,2026-02-11
V000759,yes,yes,2026-02-11
V013062,yes,yes,2026-02-11
V007196,no,no,2026-02-11
V005817,no,no,2026-02-11
V044088,no,no,2026-02-11
V046960,no,no,2026-02-11
V045588,unknown,unknown,2026-02-11
V190470,no,no,2026-02-11
V050548,no,no,2026-02-11
V060565,no,no,2026-02-11
V095144,no,no,2026-02-11
V031598,no,no,2026-02-11
V229943,no,no,2026-02-11
V137891,unknown,unknown,2026-02-11
V040252,unknown,unknown,2026-02-11
V044105,unknown,unknown,2026-02-11
V044106,unknown,unknown,2026-02-11
V050627,no,no,2026-02-11
V058443,no,yes,2026-02-11
V209633,yes,yes,2026-02-11
V211116,unknown,unknown,2026-02-11
V215244,no,no,2026-02-11
V216302,unknown,unknown,2026-02-11
V100507,no,yes,2026-02-11
V045141,yes,yes,2026-02-11
V138701,no,no,2026-02-11
V024088,yes,yes,2026-02-11
V025062,no,no,2026-02-11
V134986,no,no,2026-02-11
V177441,yes,yes,2026-02-11
V003112,no,no,2026-02-11
V325202,no,yes,2026-02-11
V288733,unknown,unknown,2026-02-11
V282343,no,no,2026-02-11
V285167,no,no,2026-02-11
V332977,unknown,unknown,2026-02-11
V340094,unknown,unknown,2026-02-11
V341501,no,yes,2026-02-11
V258767,no,no,2026-02-11
V012132,no,no,2026-02-11
V263900,no,no,2026-02-11
V263918,no,no,2026-02-11
V285410,no,no,2026-02-11
V285443,no,no,2026-02-11
V303669,unknown,unknown,2026-02-11
V351767,unknown,unknown,2026-02-11
V321630,unknown,unknown,2026-02-11
V365954,yes,yes,2026-02-11
V000543,unknown,unknown,2026-02-11
V007564,unknown,unknown,2026-02-11
V002823,no,yes,2026-02-11
V041376,unknown,unknown,2026-02-11
V003292,yes,yes,2026-02-11
V008622,no,yes,2026-02-11
V008474,no,no,2026-02-11
V002479,no,no,2026-02-11
V002819,no,no,2026-02-11
V002669,no,no,2026-02-11
V009085,no,no,2026-02-11
V006178,yes,yes,2026-02-11
V006483,no,yes,2026-02-11
V001607,no,no,2026-02-11
V004772,no,no,2026-02-11
V008623,no,yes,2026-02-11
V003035,yes,yes,2026-02-11
V001661,yes,yes,2026-02-11
V006697,yes,yes,2026-02-11
V009738,yes,yes,2026-02-11
V007256,no,yes,2026-02-11
V005762,no,no,2026-02-11
V025154,no,no,2026-02-11
V008405,no,no,2026-02-11
V001898,no,no,2026-02-11
V004424,no,no,2026-02-11
V006278,no,no,2026-02-11
V002073,no,no,2026-02-11
V003876,yes,yes,2026-02-11
V001333,no,no,2026-02-11
V003005,unknown,unknown,2026-02-11
V003391,yes,yes,2026-02-11
V376444,no,yes,2026-02-11
V041349,no,no,2026-02-11
V003498,no,no,2026-02-11
V006476,no,no,2026-02-11
V002952,no,yes,2026-02-11
V000062,no,no,2026-02-11
V003414,no,yes,2026-02-11
V003461,no,no,2026-02-11
V010394,no,no,2026-02-11
V003641,no,no,2026-02-11
V005411,no,no,2026-02-11
V003354,no,no,2026-02-11
V005385,yes,yes,2026-02-11
V003135,no,no,2026-02-11
V011489,yes,yes,2026-02-11
V003296,no,yes,2026-02-11
V003392,no,yes,2026-02-11
V001193,yes,yes,2026-02-11
V001267,yes,yes,2026-02-11
V003698,no,no,2026-02-11
V000030,yes,yes,2026-02-11
V004849,yes,yes,2026-02-11
V000029,no,no,2026-02-11
V006193,yes,yes,2026-02-11
V006231,no,no,2026-02-11
V005738,no,yes,2026-02-11
V008582,no,no,2026-02-11
V012680,no,no,2026-02-11
V008823,no,no,2026-02-11
V001950,no,no,2026-02-11
V019618,no,no,2026-02-11
V001833,yes,yes,2026-02-11
V003701,no,yes,2026-02-11
V003679,no,no,2026-02-11
V000110,no,yes,2026-02-11
V000100,no,no,2026-02-11
V000133,no,no,2026-02-11
V000071,yes,yes,2026-02-11
V000115,no,no,2026-02-11
V003393,no,yes,2026-02-11
V000102,no,no,2026-02-11
V005446,no,no,2026-02-11
V005316,yes,yes,2026-02-11
V004402,no,no,2026-02-11
V005381,no,yes,2026-02-11
V004418,no,no,2026-02-11
V007167,no,no,2026-02-11
V008222,no,no,2026-02-11
V005311,no,no,2026-02-11
V007732,no,no,2026-02-11
V000255,no,no,2026-02-11
V012400,no,no,2026-02-11
V001931,no,no,2026-02-11
V002002,no,yes,2026-02-11
V009216,no,no,2026-02-11
V008256,no,no,2026-02-11
V006863,no,yes,2026-02-11
V003193,no,no,2026-02-11
V005639,yes,yes,2026-02-11
V004928,no,no,2026-02-11
V005609,no,yes,2026-02-11
V004059,yes,yes,2026-02-11
V002413,unknown,unknown,2026-02-11
V005612,yes,yes,2026-02-11
V007312,no,no,2026-02-11
V000405,yes,yes,2026-02-11
V006801,yes,yes,2026-02-11
V006598,unknown,unknown,2026-02-11
V007031,no,no,2026-02-11
V006727,yes,yes,2026-02-11
V011895,yes,yes,2026-02-11
V008106,yes,yes,2026-02-11
V008428,yes,yes,2026-02-11
V005135,no,no,2026-02-11
V005929,yes,yes,2026-02-11
V006753,no,no,2026-02-11
V037831,unknown,unknown,2026-02-11
V001348,no,no,2026-02-11
V001344,yes,yes,2026-02-11
V013616,yes,yes,2026-02-11
V006941,yes,yes,2026-02-11
V006942,no,no,2026-02-11
V006960,yes,yes,2026-02-11
V001623,no,no,2026-02-11
V002715,yes,yes,2026-02-11
V003009,no,no,2026-02-11
V002718,no,yes,2026-02-11
V006075,yes,yes,2026-02-11
V006705,yes,yes,2026-02-11
V008067,no,yes,2026-02-11
V007883,no,no,2026-02-11
V006755,unknown,unknown,2026-02-11
V003408,yes,yes,2026-02-11
V001869,yes,yes,2026-02-11
V003594,no,no,2026-02-11
V001409,no,no,2026-02-11
V008062,yes,yes,2026-02-11
V012663,no,no,2026-02-11
V008050,yes,yes,2026-02-11
V008064,yes,yes,2026-02-11
V001460,no,no,2026-02-11
V006384,no,no,2026-02-11
V007378,yes,yes,2026-02-11
V001579,unknown,unknown,2026-02-11
V001587,no,no,2026-02-11
V001874,no,no,2026-02-11
V003601,no,no,2026-02-11
V000896,no,no,2026-02-11
V007360,no,no,2026-02-11
V001772,yes,yes,2026-02-11
V006981,no,no,2026-02-11
V000916,no,no,2026-02-11
V008756,no,yes,2026-02-11
V000847,no,no,2026-02-11
V005632,no,yes,2026-02-11
V006563,no,no,2026-02-11
V007022,no,no,2026-02-11
V011534,no,no,2026-02-11
V012422,no,no,2026-02-11
V004481,no,no,2026-02-11
V007525,no,no,2026-02-11
V043065,yes,yes,2026-02-11
V000978,no,no,2026-02-11
V000988,unknown,unknown,2026-02-11
V002887,no,no,2026-02-11
V001756,no,yes,2026-02-11
V004774,no,no,2026-02-11
V012857,no,yes,2026-02-11
V005241,no,no,2026-02-11
V009135,unknown,unknown,2026-02-11
V004159,no,no,2026-02-11
V001848,no,no,2026-02-11
V008295,no,no,2026-02-11
V004136,yes,yes,2026-02-11
V007802,no,yes,2026-02-11
V013249,no,no,2026-02-11
V008525,unknown,unknown,2026-02-11
V401570,unknown,unknown,2026-02-11
V401918,unknown,unknown,2026-02-11
V402533,unknown,unknown,2026-02-11
V007074,no,yes,2026-02-11
V007112,yes,yes,2026-02-11
V002614,unknown,unknown,2026-02-11
V002112,no,no,2026-02-11
V002001,no,no,2026-02-11
V003438,yes,yes,2026-02-11
V002004,no,yes,2026-02-11
V000208,no,no,2026-02-11
V004055,yes,yes,2026-02-11
V001359,no,no,2026-02-11
V001367,no,no,2026-02-11
V006919,no,no,2026-02-11
V004979,no,no,2026-02-11
V007063,no,no,2026-02-11
V008157,yes,yes,2026-02-11
V008148,no,no,2026-02-11
V008384,yes,yes,2026-02-11
V010649,yes,yes,2026-02-11
V002905,no,no,2026-02-11
V006424,no,no,2026-02-11
V004342,no,no,2026-02-11
V003403,no,yes,2026-02-11
V004426,no,no,2026-02-11
V005485,yes,yes,2026-02-11
V002313,yes,yes,2026-02-11
V003129,no,no,2026-02-11
V002506,no,no,2026-02-11
V006482,no,no,2026-02-11
V002486,no,yes,2026-02-11
V001219,no,no,2026-02-11
V005810,unknown,unknown,2026-02-11
V002150,yes,yes,2026-02-11
V000537,yes,yes,2026-02-11
V000203,yes,yes,2026-02-11
V008880,yes,yes,2026-02-11
V010061,no,no,2026-02-11
V000004,no,no,2026-02-11
V002097,yes,yes,2026-02-11
V000574,no,no,2026-02-11
V002775,no,no,2026-02-11
V006597,yes,yes,2026-02-11
V009612,yes,yes,2026-02-11
V006780,no,no,2026-02-11
V005899,no,yes,2026-02-11
V001800,no,no,2026-02-11
V004522,unknown,unknown,2026-02-11
V001736,yes,yes,2026-02-11
V004922,yes,yes,2026-02-11
V002071,yes,yes,2026-02-11
V011255,yes,yes,2026-02-11
V005668,no,yes,2026-02-11
V014432,yes,yes,2026-02-11
V005437,yes,yes,2026-02-11
V006575,no,yes,2026-02-11
V005670,no,yes,2026-02-11
V001529,yes,yes,2026-02-11
V220699,yes,yes,2026-02-11
V316188,no,no,2026-02-11
V002396,yes,yes,2026-02-11
V008883,no,yes,2026-02-11
V005102,yes,yes,2026-02-11
V007241,yes,yes,2026-02-11
V012752,unknown,unknown,2026-02-11
V003737,no,no,2026-02-11
V003746,yes,yes,2026-02-11
V000292,yes,yes,2026-02-11
V004818,unknown,unknown,2026-02-11
V004824,yes,yes,2026-02-11
V004834,yes,yes,2026-02-11
V003449,no,no,2026-02-11
V003451,no,yes,2026-02-11
V010536,yes,yes,2026-02-11
V007329,no,yes,2026-02-11
V004884,no,no,2026-02-11
V008315,no,no,2026-02-11
V012707,no,no,2026-02-11
V011759,no,no,2026-02-11
V004747,no,yes,2026-02-11
V006449,yes,yes,2026-02-11
V008039,no,no,2026-02-11
V000934,no,no,2026-02-11
V000582,no,no,2026-02-11
V004547,yes,yes,2026-02-11
V000556,no,no,2026-02-11
V000573,no,no,2026-02-11
V025396,no,no,2026-02-11
V004854,no,yes,2026-02-11
V010757,no,no,2026-02-11
V001531,no,yes,2026-02-11
V004959,no,yes,2026-02-11
V000522,no,no,2026-02-11
V014573,no,no,2026-02-11
V001509,no,no,2026-02-11
V003564,no,no,2026-02-11
V009173,no,no,2026-02-11
V003234,yes,yes,2026-02-11
V011450,yes,yes,2026-02-11
V001552,no,no,2026-02-11
V017290,no,no,2026-02-11
V001782,no,no,2026-02-11
V005634,no,no,2026-02-11
V000951,no,no,2026-02-11
V000947,yes,yes,2026-02-11
V004026,no,no,2026-02-11
V006069,yes,yes,2026-02-11
V026693,no,yes,2026-02-11
V000866,yes,yes,2026-02-11
V007838,no,no,2026-02-11
V004862,no,yes,2026-02-11
V011576,no,yes,2026-02-11
V014283,yes,yes,2026-02-11
V000434,yes,yes,2026-02-11
V005602,yes,yes,2026-02-11
V006149,yes,yes,2026-02-11
V001487,yes,yes,2026-02-11
V006478,no,no,2026-02-11
V000028,no,no,2026-02-11
V000856,no,no,2026-02-11
V012578,no,no,2026-02-11
V002192,no,no,2026-02-11
V000653,yes,yes,2026-02-11
V000239,yes,yes,2026-02-11
V000505,yes,yes,2026-02-11
V002858,no,no,2026-02-11
V002877,no,no,2026-02-11
V391621,unknown,unknown,2026-02-11
V391713,unknown,unknown,2026-02-11
V002146,yes,yes,2026-02-11
V004712,no,yes,2026-02-11
V002258,yes,yes,2026-02-11
V004742,yes,yes,2026-02-11
V002193,no,no,2026-02-11
V002228,no,no,2026-02-11
V003514,no,no,2026-02-11
V394019,no,yes,2026-02-11
V011303,yes,yes,2026-02-11
V004755,no,no,2026-02-11
V004555,no,yes,2026-02-11
V002174,no,no,2026-02-11
V004124,yes,yes,2026-02-11
V002087,yes,yes,2026-02-11
V000528,yes,yes,2026-02-11
V001989,yes,yes,2026-02-11
V013506,no,no,2026-02-11
V002208,no,yes,2026-02-11
V004530,unknown,unknown,2026-02-11
V011716,no,no,2026-02-11
V013585,yes,yes,2026-02-11
V046765,yes,yes,2026-02-11
V007287,no,no,2026-02-11
V002679,no,yes,2026-02-11
V012837,yes,yes,2026-02-11
V002530,no,no,2026-02-11
V006221,no,yes,2026-02-11
V006206,yes,yes,2026-02-11
V006184,no,no,2026-02-11
V005493,no,no,2026-02-11
V007855,no,no,2026-02-11
V005965,no,no,2026-02-11
V008528,no,no,2026-02-11
V008807,yes,yes,2026-02-11
V008153,no,yes,2026-02-11
V000631,yes,yes,2026-02-11
V008540,yes,yes,2026-02-11
V002772,no,no,2026-02-11
V007715,no,no,2026-02-11
V007506,no,no,2026-02-11
V007499,no,yes,2026-02-11
V007698,no,no,2026-02-11
V019619,yes,yes,2026-02-11
V003110,yes,yes,2026-02-11
V003126,no,no,2026-02-11
V000156,yes,yes,2026-02-11
V001565,no,yes,2026-02-11
V017629,yes,yes,2026-02-11
V000758,yes,yes,2026-02-11
V005633,yes,yes,2026-02-11
V012178,no,no,2026-02-11
V009277,unknown,unknown,2026-02-11
V008953,no,no,2026-02-11
V042802,yes,yes,2026-02-11
V013539,no,no,2026-02-11
V007225,no,no,2026-02-11
V007221,no,no,2026-02-11
V005216,no,no,2026-02-11
V000411,yes,yes,2026-02-11
V008670,yes,yes,2026-02-11
V008947,no,yes,2026-02-11
V008232,yes,yes,2026-02-11
V337182,unknown,unknown,2026-02-11
V004498,no,no,2026-02-11
V003222,yes,yes,2026-02-11
V002927,no,no,2026-02-11
V011773,yes,yes,2026-02-11
V003105,no,no,2026-02-11
V023396,no,no,2026-02-11
V002733,no,yes,2026-02-11
V008212,no,no,2026-02-11
V001302,no,no,2026-02-11
V008737,no,no,2026-02-11
V008506,yes,yes,2026-02-11
V002127,no,no,2026-02-11
V005642,yes,yes,2026-02-11
V020304,yes,yes,2026-02-11
V021858,no,yes,2026-02-11
V018072,no,no,2026-02-11
V018071,no,no,2026-02-11
V011828,no,no,2026-02-11
V024892,no,no,2026-02-11
V000800,no,no,2026-02-11
V405365,unknown,unknown,2026-02-11
V045260,unknown,unknown,2026-02-11
V008331,yes,yes,2026-02-11
V005048,no,no,2026-02-11
